"923145786719862785","923146528428122112","799206372701306880","Wed Oct 25 11:17:38 +0000 2017"
"1159479603859267584","1159607544358166529","884114729626550272","Thu Aug 08 23:29:17 +0000 2019"
"999220131552165888","1001402386051751936","358178512","Tue May 29 09:58:28 +0000 2018"
"1043515108138385408","1044162399182311424","1465921862","Mon Sep 24 09:51:30 +0000 2018"
"904805083208007680","904972899546779648","799206372701306880","Tue Sep 05 07:42:07 +0000 2017"
"1040303976158294022","1040310562863951873","917333293376339968","Thu Sep 13 18:45:40 +0000 2018"
"1006820290112958464","1007319082109026304","941571064412475393","Thu Jun 14 17:49:18 +0000 2018"
"1010190925392437249","1010194835003887617","4727331819","Fri Jun 22 16:16:31 +0000 2018"
"992327358362374145","993558287592427520","884114729626550272","Mon May 07 18:28:49 +0000 2018"
"695704470823530497","695724260178976769","352008979","Fri Feb 05 21:42:44 +0000 2016"
"940908176752496641","940996634841899008","799206372701306880","Wed Dec 13 17:27:35 +0000 2017"
"925042908386025472","925101292921458689","138738742","Mon Oct 30 20:45:10 +0000 2017"
"469875033482199040","469939434868469760","21518311","Fri May 23 20:34:27 +0000 2014"
"949305146017812480","950223403809587200","811063576836317184","Mon Jan 08 04:31:28 +0000 2018"
"1149781366378323968","1151183088770256896","407262539","Tue Jul 16 17:33:30 +0000 2019"
"729411319099756544","729422313347796994","102964618","Sun May 08 21:26:46 +0000 2016"
"1152094430880567296","1152095297482498048","909657762","Fri Jul 19 05:58:18 +0000 2019"
"1089855423551885314","1090692332209532929","934877549695553537","Wed Jan 30 19:24:50 +0000 2019"
"998494946717028353","998495404915396608","703658535868039168","Mon May 21 09:27:10 +0000 2018"
"912974704662781952","913323040267800576","799206372701306880","Thu Sep 28 08:42:36 +0000 2017"
"1129048632945258496","1131852148956905472","750785239988002816","Fri May 24 09:19:15 +0000 2019"
"1173995021009375233","1174319686386929664","2201032880","Wed Sep 18 13:50:05 +0000 2019"
"996684082120716288","996814609506975745","191463787","Wed May 16 18:08:17 +0000 2018"
"1072156981451022336","1072806659834044417","1019029983535063040","Wed Dec 12 10:53:34 +0000 2018"
"357071162574004224","357075722642268160","303339927","Tue Jul 16 09:54:21 +0000 2013"
"856805844670971905","859700102457372672","486852255","Wed May 03 09:24:11 +0000 2017"
"1119219071877206017","1127131844573417472","46999483","Sat May 11 08:42:27 +0000 2019"
"1010129419632041985","1010157226969976832","799206372701306880","Fri Jun 22 13:47:05 +0000 2018"
"537649052968431616","537690385028743168","2501435769","Wed Nov 26 19:32:32 +0000 2014"
"1008658195626291200","1009112111576805376","1087578979","Tue Jun 19 16:34:10 +0000 2018"
"1010127385361113088","1010157131465621504","799206372701306880","Fri Jun 22 13:46:42 +0000 2018"
"486581874727600128","486592303096950784","118490583","Tue Jul 08 19:27:00 +0000 2014"
"985074117765468160","985076473798291456","514270986","Sat Apr 14 08:45:07 +0000 2018"
"1090279862714159107","1090719771790884865","3408752800","Wed Jan 30 21:13:52 +0000 2019"
"488678370646167553","560040050369773569","1482282828","Tue Jan 27 11:42:07 +0000 2015"
"572810950266339328","572869302241501184","307576102","Tue Mar 03 21:20:59 +0000 2015"
"537651898158153729","537652158628626434","422042612","Wed Nov 26 17:00:38 +0000 2014"
"834089393275158529","834431260093251588","146472948","Wed Feb 22 15:54:50 +0000 2017"
"1090890570703257602","1090901524044283904","799206372701306880","Thu Jan 31 09:16:05 +0000 2019"
"1151912173725192192","1152458175624429568","572685606","Sat Jul 20 06:00:15 +0000 2019"
"905081561074237441","905707895773388804","77710421","Thu Sep 07 08:22:44 +0000 2017"
"927546342595072000","927840985115217920","351830975","Tue Nov 07 10:11:43 +0000 2017"
"862296759762079746","862305607134662656","944818692","Wed May 10 13:57:32 +0000 2017"
"1110672842755133440","1116296699658379270","1029908623","Thu Apr 11 11:07:27 +0000 2019"
"1100108444428890114","1101171447555342336","708346432395157504","Thu Feb 28 17:25:06 +0000 2019"
"1006856715445383173","1006861476689215488","1470511405","Wed Jun 13 11:30:57 +0000 2018"
"874986086753341441","875109024404045825","799206372701306880","Wed Jun 14 21:53:44 +0000 2017"
"629195305762824192","629233988071202816","107702315","Thu Aug 06 10:14:08 +0000 2015"
"902909032591233025","902962267272163340","1643475679","Wed Aug 30 18:32:35 +0000 2017"
"448405816647749634","448562169232498688","566181985","Tue Mar 25 20:48:49 +0000 2014"
"1137701900470685696","1137791709465784321","1001019347677138944","Sun Jun 09 18:40:57 +0000 2019"
"538251472270401536","538259696281731072","43082104","Fri Nov 28 09:14:46 +0000 2014"
"907593565295054849","907913252998451200","414747122","Wed Sep 13 10:26:02 +0000 2017"
"1190340872040329216","1191760164824797188","410029601","Tue Nov 05 16:52:19 +0000 2019"
"745607307954786304","747033023363878912","973637928","Sun Jun 26 11:45:26 +0000 2016"
"729354175096758272","751023641597534208","4616592686","Thu Jul 07 12:02:44 +0000 2016"
"289348633193771009","289350889444081664","87922339","Thu Jan 10 12:40:02 +0000 2013"
"722696712746332164","722986707197431808","331162260","Thu Apr 21 03:13:58 +0000 2016"
"1087369114048520192","1088769276830498817","904463932609441794","Fri Jan 25 12:03:18 +0000 2019"
"1179823453509050369","1179839417533583360","799206372701306880","Thu Oct 03 19:23:32 +0000 2019"
"956234949937520640","956782288305565696","1342898544","Fri Jan 26 06:54:08 +0000 2018"
"1003684220756164610","1003708288419205122","1413681440","Mon Jun 04 18:41:18 +0000 2018"
"992121085989675008","992339114451025920","4727331819","Fri May 04 09:44:16 +0000 2018"
"697858492716208128","698095144697008128","1207809816","Fri Feb 12 10:43:47 +0000 2016"
"593910343329517568","594101296996753411","297727732","Fri May 01 11:29:21 +0000 2015"
"824964128297066497","825418539242778630","20073166","Sat Jan 28 19:01:29 +0000 2017"
"964144284684431361","964469123077066753","885980114101600256","Fri Feb 16 11:58:52 +0000 2018"
"1144607296980496386","1144643585985404928","387257244","Fri Jun 28 16:27:52 +0000 2019"
"301999501131001856","310016859200172032","26141294","Fri Mar 08 13:19:13 +0000 2013"
"1042716586145185793","1042869893060808709","862299366090055680","Thu Sep 20 20:15:32 +0000 2018"
"1163750526720368640","1165452024525336581","884114729626550272","Sun Aug 25 02:33:10 +0000 2019"
"904684300431499265","904973004077228032","799206372701306880","Tue Sep 05 07:42:32 +0000 2017"
"794541976771317760","794546338474192896","190589156","Fri Nov 04 14:26:23 +0000 2016"
"785736699993264128","786069832810790912","514270986","Wed Oct 12 05:03:47 +0000 2016"
"870228847047958528","904972778230747136","799206372701306880","Tue Sep 05 07:41:38 +0000 2017"
"1192411374736949249","1192413450212917248","1100755626718871553","Thu Nov 07 12:08:15 +0000 2019"
"438648733484724224","438661186109054976","20236004","Wed Feb 26 13:05:51 +0000 2014"
"865242525501730816","865285419931492352","799206372701306880","Thu May 18 19:18:14 +0000 2017"
"998599305735876608","998601074889166848","703658535868039168","Mon May 21 16:27:04 +0000 2018"
"352835086439284736","352912569918423040","232856695","Thu Jul 04 22:11:28 +0000 2013"
"976453931382558720","976468418663723010","24539636","Wed Mar 21 14:39:47 +0000 2018"
"1009825501328957443","1011176821608665088","4662948142","Mon Jun 25 09:18:35 +0000 2018"
"1031538787090931712","1031592975053336577","373010632","Mon Aug 20 17:25:05 +0000 2018"
"1085569011742576641","1085579726935261185","358178512","Wed Jan 16 16:49:10 +0000 2019"
"555464810872438784","573013021997580288","92841994","Wed Mar 04 06:52:05 +0000 2015"
"185457230567575552","185462704146878464","23521920","Thu Mar 29 20:25:29 +0000 2012"
"1021377130964414465","1022147100598042625","703754312485367809","Wed Jul 25 15:50:34 +0000 2018"
"593834741410963456","594065914355646464","64554479","Fri May 01 09:08:45 +0000 2015"
"1042336909740138496","1044967030494056448","3186215991","Wed Sep 26 15:08:49 +0000 2018"
"694491835822166021","694646807230574593","4662948142","Tue Feb 02 22:21:19 +0000 2016"
"1087378438820904960","1087968299101622273","106840523","Wed Jan 23 07:00:30 +0000 2019"
"998564396740771840","998739081453490177","92654013","Tue May 22 01:35:27 +0000 2018"
"1110161225382547457","1110535969621635073","3247918900","Tue Mar 26 13:36:22 +0000 2019"
"714887077024907264","714945178994343936","1637425543","Tue Mar 29 22:39:48 +0000 2016"
"998488197960228864","998496255478255616","205207159","Mon May 21 09:30:33 +0000 2018"
"1159470965400702976","1160572622658293761","20073166","Sun Aug 11 15:24:10 +0000 2019"
"1151560607897935873","1151843507327381505","1088045760892022784","Thu Jul 18 13:17:47 +0000 2019"
"745614134037778433","745720157704695808","516786985","Wed Jun 22 20:48:35 +0000 2016"
"1012657122151141381","1012674371603910656","331603112","Fri Jun 29 12:29:19 +0000 2018"
"571286267465474048","572416761343172609","156304968","Mon Mar 02 15:22:45 +0000 2015"
"1085146599322472448","1085482874374180865","302691039","Wed Jan 16 10:24:19 +0000 2019"
"1169248883752558592","1170331292417843200","866679532216086528","Sat Sep 07 13:41:38 +0000 2019"
"1042043396540575744","1042375453321904129","87922339","Wed Sep 19 11:30:49 +0000 2018"
"553165737339416576","553184916524257280","2711545020","Thu Jan 08 13:42:16 +0000 2015"
"925019496796033025","925504677629874177","1454612790","Tue Oct 31 23:28:04 +0000 2017"
"694960280305012737","695169648795467776","577966244","Thu Feb 04 08:58:54 +0000 2016"
"946517607586385921","946519201480675328","396763240","Thu Dec 28 23:12:17 +0000 2017"
"1080855501053796352","1080858601667801088","4662948142","Thu Jan 03 16:09:06 +0000 2019"
"1147091565116104704","1147115457008361473","2762875911","Fri Jul 05 12:10:11 +0000 2019"
"506393642987429889","506400237796474880","93655345","Mon Sep 01 11:16:39 +0000 2014"
"1121812154175434752","1121839114612088832","387257244","Fri Apr 26 18:11:02 +0000 2019"
"856785114356998149","859700083226537984","486852255","Wed May 03 09:24:06 +0000 2017"
"992311649661939714","993387945813004288","3064767671","Mon May 07 07:11:57 +0000 2018"
"744222210647330816","744428497691631616","317019150","Sun Jun 19 07:15:59 +0000 2016"
"978282135470661633","978520138151538689","4066510109","Tue Mar 27 06:32:35 +0000 2018"
"558996201937580032","559210719074213889","213576330","Sun Jan 25 04:46:39 +0000 2015"
"1144562078990184448","1146058089621151746","913393358","Tue Jul 02 14:08:35 +0000 2019"
"1010605610675695616","1010805315070255104","119685720","Sun Jun 24 08:42:21 +0000 2018"
"963787906874736640","964191416590184448","933295900927102976","Thu Feb 15 17:35:22 +0000 2018"
"1044491608740302849","1044697415188570112","2319940266","Tue Sep 25 21:17:27 +0000 2018"
"807157589045870593","807230174555205634","1467246342","Fri Dec 09 14:27:25 +0000 2016"
"1090281033235353600","1090284150781669376","615490779","Tue Jan 29 16:22:52 +0000 2019"
"861982229756510209","862204975375675392","87922339","Wed May 10 07:17:39 +0000 2017"
"1192050343854723072","1192372328069509120","358178512","Thu Nov 07 09:24:50 +0000 2019"
"917415714830667784","918059685802102784","4066510109","Wed Oct 11 10:24:20 +0000 2017"
"794154157078876160","794907444686233604","194264196","Sat Nov 05 14:21:18 +0000 2016"
"486580759797702656","486900081451622400","2201032880","Wed Jul 09 15:50:00 +0000 2014"
"1014129246934126593","1014778858543964160","358178512","Thu Jul 05 07:51:48 +0000 2018"
"1042365429887512583","1044974918994153473","1456253749","Wed Sep 26 15:40:10 +0000 2018"
"593392865184772096","593500453540769792","602538744","Wed Apr 29 19:41:49 +0000 2015"
"1131286715300274178","1131298134217363457","4518716163","Wed May 22 20:37:48 +0000 2019"
"807009380562386944","813800833322287104","775354412944330753","Tue Dec 27 17:36:53 +0000 2016"
"619251691532251136","619252441901432832","973637928","Thu Jul 09 21:11:01 +0000 2015"
"1178707793781633025","1179389365178503168","842063167383580676","Wed Oct 02 13:35:11 +0000 2019"
"1131462798595284992","1131936474356748288","799206372701306880","Fri May 24 14:54:20 +0000 2019"
"923146824076099584","923147009678299136","1307614093","Wed Oct 25 11:19:33 +0000 2017"
"1011619739402194946","1011929748329639936","2664155578","Wed Jun 27 11:10:27 +0000 2018"
"884423146341896192","884776898563362817","44632152","Tue Jul 11 14:10:25 +0000 2017"
"1146798914890280961","1147930765495169025","1426819952","Sun Jul 07 18:09:56 +0000 2019"
"862617832886022144","862619926086987776","799206372701306880","Thu May 11 10:46:31 +0000 2017"
"879363489554472961","923301583328231424","3568989388","Wed Oct 25 21:33:46 +0000 2017"
"1007220869582684160","1007331778598785025","351830975","Thu Jun 14 18:39:45 +0000 2018"
"1136641672480210945","1137053631344271361","4662948142","Fri Jun 07 17:48:05 +0000 2019"
"976426252725817345","977107203701268485","410029601","Fri Mar 23 08:58:05 +0000 2018"
"1042139611911413761","1044967305724264449","3186215991","Wed Sep 26 15:09:54 +0000 2018"
"598910979649499136","598934881817747457","431683956","Thu May 14 19:36:18 +0000 2015"
